district_name_ar,district_name_en,city_name_ar,region_name_ar,latitude,longitude
حي صقرة,Saqrah Dist.,البجادية,منطقة الرياض,24.3157674,43.7229818
حي صقرة الشمالي,Saqrah Northern Dist.,البجادية,منطقة الرياض,24.3157674,43.7229818
حي الرديفة,Al Radifah Dist.,البجادية,منطقة الرياض,24.5768665,43.8971633
حي صحارى,Sahara Dist.,البجادية,منطقة الرياض,23.6180355,45.3889338
حي العلوات,Al Alawat Dist.,البجادية,منطقة الرياض,23.6180355,45.3889338
حي الشتينية,Al Shatiniyyah,البجادية,منطقة الرياض,24.2692324,43.698675
حي القسيمة,Al Qassima Dist.,البجادية,منطقة الرياض,23.6180355,45.3889338
حي البديعة,Al Badiah Dist.,البجادية,منطقة الرياض,24.6101789,46.6652601
حي الزعيبة,Al Zuaibah Dist.,البجادية,منطقة الرياض,23.6180355,45.3889338
حي الامير سلطان,Prince Sultan Dist.,البجادية,منطقة الرياض,23.6180355,45.3889338
حي الفيصلية,Al Faisaliyah Dist.,البجادية,منطقة الرياض,24.2996169,43.7429863
المنطقة الصناعية,Industrial Area,الحناكية,منطقة المدينة المنورة,24.9073032,40.5330604
حي الديرة,Ad Dirah Dist.,حريملاء,منطقة الرياض,25.1207836,46.109265
حي النخيل,Al Nakhil Dist.,حريملاء,منطقة الرياض,25.1157976,46.10403
حي السد,As Sad Dist.,حريملاء,منطقة الرياض,25.1121635,46.0897355
حي الروضة,Ar Rawdah Dist.,حريملاء,منطقة الرياض,25.117741,46.0932915
حي النهضة,An Nahdah Dist.,حريملاء,منطقة الرياض,25.1102437,46.0997948
حي الحزم,Al Hazm Dist.,حريملاء,منطقة الرياض,25.1059248,46.096487
حي الملقاه,Al Malqah Dist.,الدرعية,منطقة الرياض,24.8070213,46.6018045
حي الفيصلية,Al Faisaliyah Dist.,الدرعية,منطقة الرياض,24.7482291,46.5820949
حي السلمانية,Al Salmaniyah Dist.,الدرعية,منطقة الرياض,24.7479649,46.5363683
حي الملك,Al Malik Dist.,الدرعية,منطقة الرياض,24.7754485,46.56288
حي الدرعية,Al Diriyah Dist.,الدرعية,منطقة الرياض,24.7479649,46.5363683
حي الخالدية,Al Khalidiyah Dist.,الدرعية,منطقة الرياض,24.7571738,46.5722163
حي العاصمة,Al Asemah Dist.,الدرعية,منطقة الرياض,24.7479649,46.5363683
حي الطريف,Al Turaif Dist.,الدرعية,منطقة الرياض,24.7336253,46.5746262
حي الروقية,Al Rooqiyah Dist.,الدرعية,منطقة الرياض,24.7412262,46.5635138
حي السرحية,Al Sarhiyah Dist.,الدرعية,منطقة الرياض,24.7526785,46.5697104
حي الشهداء,Al Shohda Dist.,الدرعية,منطقة الرياض,24.7479649,46.5363683
حي ظهرة العودة غرب,West Dhahrat Al Oudah Dist.,الدرعية,منطقة الرياض,24.7391592,46.4942767
حي البليدا,Al Blaida Dist.,الدرعية,منطقة الرياض,24.7479649,46.5363683
حي العلب,Al Olab Dist.,الدرعية,منطقة الرياض,24.695087,46.6806472
سلطانة,Sultanah,الدرعية,منطقة الرياض,24.9033875,43.7489712
حي ظهرة العودة شرق,East Dhahrat Al Oudah Dist.,الدرعية,منطقة الرياض,24.7391592,46.4942767
حي الثليما,Al Thilaima Dist.,الدرعية,منطقة الرياض,24.7690193,46.6521589
حي العين,Al Ain Dist.,العيينة,منطقة الرياض,24.916278,46.3680172
حي سلام,Salam Dist.,العيينة,منطقة الرياض,24.9017761,46.3864672
حي العدل,Al Adel Dist.,العيينة,منطقة الرياض,24.9017761,46.3864672
الكلية الحربية,Military College,العيينة,منطقة الرياض,24.9293928,46.3810899
حي عقرباء,Aqraba Dist.,العيينة,منطقة الرياض,24.9017537,46.4381495
حي الواحة,Al Wahah Dist.,العيينة,منطقة الرياض,24.9045417,46.3907163
حي الشهداء,Ash Shuhada Dist.,العيينة,منطقة الرياض,24.9017761,46.3864672
حي الوصيل,Al Waseel Dist.,العيينة,منطقة الرياض,24.8435226,46.4741831
حي الوادي,Al Wadi Dist.,العيينة,منطقة الرياض,24.9017761,46.3864672
حي هجرة بوضة,Bawdah Dist.,العيينة,منطقة الرياض,24.8995416,46.2989288
حي نجد,Najd Dist.,العيينة,منطقة الرياض,23.5382756,45.4992687
حي الامير سلطان,Prince Sultan Dist.,العيينة,منطقة الرياض,24.9017761,46.3864672
المنطقة الصناعية,Industrial Area,ضرما,منطقة الرياض,24.604376,46.1445268
حي اليمامة,Al Yamamah Dist.,ضرما,منطقة الرياض,24.611517,46.1012359
حي الخالدية,Al Khalidiyah Dist.,ضرما,منطقة الرياض,24.604692,46.136985
حي العزيزية,Al Aziziyah Dist.,ضرما,منطقة الرياض,24.6069612,46.1287998
حي الورود 1,Al Wurud 1 Dist.,ضرما,منطقة الرياض,24.6071249,46.1243437
حي النهضة,An Nahdah Dist.,ضرما,منطقة الرياض,24.6101656,46.1126653
حي المنتزة,Al Muntazah Dist.,ضرما,منطقة الرياض,24.6147768,46.1009502
حي البديع الغربي,Al Badi Al Gharbi Dist.,ضرما,منطقة الرياض,24.5965003,46.1283855
حي العنقري,Al Anqari Dist.,ضرما,منطقة الرياض,24.5960006,46.1239109
حي البديع الشرقي,Al Badi Ash Sharqi Dist.,ضرما,منطقة الرياض,24.592561,46.1355134
حي ابو سليم,Abu Salim Dist.,القويعية,منطقة الرياض,24.0792391,45.280393
حي السلام,As Salam Dist.,القويعية,منطقة الرياض,24.0722582,45.2811285
حي الجزيرة,Al Jazirah Dist.,القويعية,منطقة الرياض,24.0805697,45.2875655
حي الخليج,Al Khalij Dist.,القويعية,منطقة الرياض,24.0868366,45.2982958
حي الربوة,Ar Rabwah Dist.,القويعية,منطقة الرياض,24.0777373,45.3036919
حي الزهور,Az Zuhur Dist.,القويعية,منطقة الرياض,24.0627443,45.2807498
حي البساتين,Al Basatin Dist.,القويعية,منطقة الرياض,24.0586077,45.2715477
حي الواحة,Al Wahah Dist.,القويعية,منطقة الرياض,24.0494271,45.2608519
حي الديرة,Ad Dirah Dist.,القويعية,منطقة الرياض,24.0476032,45.2488481
حي الصناعية,As Sinaiyah Dist.,القويعية,منطقة الرياض,24.0679868,45.3075707
حي الورود,Al Wurud Dist.,القويعية,منطقة الرياض,24.0659681,45.2965464
حي الحزم,Al Hazm Dist.,القويعية,منطقة الرياض,24.043897,45.2522085
حي الجفونية,Al Jaffuniyyah Dist.,القويعية,منطقة الرياض,24.0496818,45.2565155
حي الضريب,Ad Darib Dist.,القويعية,منطقة الرياض,24.0444443,45.2475724
حي المروج,Al Muruj Dist.,القويعية,منطقة الرياض,24.0937517,45.302488
حي الوادي,Al Wadi Dist.,الرويضة,منطقة الرياض,24.7904969,46.6918862
حي الشفاء,Al Shifa Dist.,الرويضة,منطقة الرياض,24.5673452,46.7024146
حي الفيصلية,Al Faisaliyah Dist.,الرويضة,منطقة الرياض,24.6369766,46.7728034
حي البنفسج,Al Banafsaj Dist.,الرويضة,منطقة الرياض,30.0479751,31.465614
حي الخليج,Al Khalij Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي الخالدية,Al Khalidiyah Dist.,الرويضة,منطقة الرياض,24.5146326,44.3790118
حي السليمانية,Al Sulaymaniyah Dist.,الرويضة,منطقة الرياض,23.7795262,44.7838411
حي القدس,Al Quds Dist.,الرويضة,منطقة الرياض,24.5123294,44.409083
حي الوفاء,Al Wafa Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي الفيحاء,Al Fayha Dist.,الرويضة,منطقة الرياض,24.6799742,46.8119647
حي العزيزية,Al Aziziyah Dist.,الرويضة,منطقة الرياض,24.5256458,44.4055847
حي النزهة,Al Nuzhah Dist.,الرويضة,منطقة الرياض,24.5484956,44.4539401
حي الدار البيضاء,Al Dar Al Baida Dist.,الرويضة,منطقة الرياض,24.56325,46.7914587
حي الدوحة,Al Dohah Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي الفرعة,Al Farah Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي النخيل,Al Nakhil Dist.,الرويضة,منطقة الرياض,24.7477484,46.6416962
حي الشعيبة,Al Shuaibah Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي المريقب,Al Muraiqeb Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي العروبة,Al Urubah Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي أبا العبلان1,Aba Al Ablan 1 Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
مخطط ج3,Subdivision Plan 3c,الرويضة,منطقة الرياض,23.7713478,44.7709565
مخطط ج1,Subdivision Plan 1c,الرويضة,منطقة الرياض,23.7713478,44.7709565
مخطط ج2,Subdivision Plan 2c,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي الدهناء,Al Dahna Dist.,الرويضة,منطقة الرياض,23.0807269,40.3165198
حي أبا العبلان2,Aba Al Ablan 2 Dist.,الرويضة,منطقة الرياض,23.7713478,44.7709565
المنطقة الصناعية,Industrial Area,الرويضة,منطقة الرياض,23.0807269,40.3165198
مخطط ج4,Subdivision Plan 4c,الرويضة,منطقة الرياض,23.7713478,44.7709565
حي العليا,Al Olaya Dist.,قبة,منطقة القصيم,26.207826,43.483738
حي العزيزية,Al Aziziyah Dist.,قبة,منطقة القصيم,27.402377,44.3425754
حي الازهار,Al Azhar Dist.,قبة,منطقة القصيم,27.402377,44.3425754
حي النزهة,Al Nuzhah Dist.,قبة,منطقة القصيم,26.4799317,43.6351321
حي المنتزة,Al Montazah Dist.,قبة,منطقة القصيم,26.3585263,43.9415685
حي الجزيرة,Al Jazirah Dist.,قبة,منطقة القصيم,26.4124963,43.8726345
حي الروضة,Al Rawdah Dist.,قبة,منطقة القصيم,25.8561231,43.4886047
حي الزهرة,Al Zahrah Dist.,قبة,منطقة القصيم,25.870975,43.49167
حي البساتين,Al Basatin Dist.,قبة,منطقة القصيم,26.3151927,44.0145548
حي النهضة,Al Nahdah Dist.,قبة,منطقة القصيم,26.4048668,43.9293741
حي الاستراحات,Al Estrahat Dist.,قبة,منطقة القصيم,27.402377,44.3425754
حي الربوة,Ar Rabwah Dist.,قبة,منطقة القصيم,26.3599123,43.9724152
حي ام طلحة,Um Talha Dist.,الحصاة,منطقة الرياض,22.9273264,45.4474525
حي نجد,Najd Dist.,الرين,منطقة الرياض,23.5382756,45.4992687
حي ال هويمل,Al Hoymel Dist.,الرين,منطقة الرياض,23.5497125,45.4849844
حي الهفوف,Al Hufuf Dist.,الرين,منطقة الرياض,23.562816,45.5658892
حي الوسيطا,Al Wusayta Dist.,الرين,منطقة الرياض,23.5571533,45.4612327
حي الرين الاعلى,Ar Rayn Al Aala Dist.,الرين,منطقة الرياض,23.5912924,45.4327424
حي المعيزيله,Al Muayzeleh Dist.,الرين,منطقة الرياض,24.712085,46.7787713
حي العمار,Al Amar Dist.,الرين,منطقة الرياض,24.712085,46.7787713
حي المعتلا,Al Maatala Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي قبيبان,Qubeiban Dist.,الرين,منطقة الرياض,23.519463,45.5287352
حي الملك فيصل,King Faisal Dist.,الرين,منطقة الرياض,23.5417629,45.5122317
حي عشيرة,Ashayra Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي الغريبية,Al Gharibiya Dist.,الرين,منطقة الرياض,23.5484847,45.4956008
حي الملك فهد,King Fahd Dist.,الرين,منطقة الرياض,23.536028,45.5322724
حي الفتح,Al Fath Dist.,الرين,منطقة الرياض,23.5154161,45.5240193
حي القميش,Al Qumish Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي الرفايع,Ar Rafayie Dist.,الرين,منطقة الرياض,23.5698778,45.5658892
حي الرجع,Al Rajai Dist.,الرين,منطقة الرياض,23.6163281,44.7668561
حي الوسطى,Al Wusta Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي عبلية,Ableya Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي النور,An Noor Dist.,الرين,منطقة الرياض,23.5258581,45.5039821
حي القادسية,Al Qadisiyah Dist.,الرين,منطقة الرياض,23.5332007,45.514589
حي الشعيفان,Al Shaeifan Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي الريعانية,Al Rayaniyah Dist.,الرين,منطقة الرياض,23.5522234,45.5658892
حي الحنو,Al Hano Dist.,الرين,منطقة الرياض,23.5566963,45.5717894
حي الرواما,Al Rawama Dist.,الرين,منطقة الرياض,23.6126125,45.4335469
حي المثناه,Al Muthanna Dist.,الرين,منطقة الرياض,24.5375656,43.9401023
حي الفرعة,Al Fara Dist.,الرين,منطقة الرياض,23.5650836,45.448041
حي الفردوس,Al Fardus Dist.,الرين,منطقة الرياض,23.5211571,45.5334515
حي الرفاع,Ar Rifaa Dist.,الرين,منطقة الرياض,23.5600724,45.4651107
حي الناصفه,Al Nasfah Dist.,الرين,منطقة الرياض,23.6171847,45.4068639
حي اليمامة,Al Yamamah Dist.,الرين,منطقة الرياض,23.5450588,45.5181251
حي المعترضة,Al Mutarida Dist.,الرين,منطقة الرياض,23.5745418,45.5788706
حي احد,Uhud Dist.,الرين,منطقة الرياض,24.488399,46.6320798
حي النقيعه,Al Naqiea Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي البدائع,Al Badayi Dist.,الرين,منطقة الرياض,23.5418584,45.5157676
حي الصفا,As Safa Dist.,الرين,منطقة الرياض,23.5471241,45.5075174
حي الشموع,Al Shumua Dist.,الرين,منطقة الرياض,23.5124043,45.5287352
حي الرفيعة,Ar Rafiah Dist.,الرين,منطقة الرياض,24.6386199,46.663748
حي اليرموك,Al Yarmuk Dist.,الرين,منطقة الرياض,23.5505642,45.5187145
حي غرناطة,Ghirnatah Dist.,الرين,منطقة الرياض,23.506805,45.5246088
حي الرين القديم,Ar Rayn Al Qadim Dist.,الرين,منطقة الرياض,23.5501324,45.5028037
حي الصناعية,Al Sinaiyah Dist.,المزاحمية,منطقة الرياض,24.4796443,46.3070694
حي الحزيمية,Al Huzaymiyyah Dist.,المزاحمية,منطقة الرياض,24.4807581,46.2924892
حي الصقورية,Al Suquriyyah Dist.,المزاحمية,منطقة الرياض,24.4781961,46.2809961
حي المروج,Al Muruj Dist.,المزاحمية,منطقة الرياض,24.4766535,46.275046
حي شخيب,Shukhib Dist.,المزاحمية,منطقة الرياض,24.4889263,46.2655856
حي الأندلس,Al Andalus Dist.,المزاحمية,منطقة الرياض,24.4681487,46.2810439
حي غرناطه,Ghirnatah Dist.,المزاحمية,منطقة الرياض,24.4663575,46.2687538
حي الهدا,Al Hada Dist.,المزاحمية,منطقة الرياض,24.4528506,46.2709702
حي العليا,Al Olaya Dist.,المزاحمية,منطقة الرياض,24.4610526,46.2832925
حي نواره,Nawarah Dist.,المزاحمية,منطقة الرياض,24.4665301,46.2979345
حي وسيلة,Waselah Dist.,المزاحمية,منطقة الرياض,24.4713948,46.2732342
حي اللؤلؤة,Al Luluah Dist.,المزاحمية,منطقة الرياض,24.4669746,46.2275079
حي الراشدية,Al Rashidiyah Dist.,المزاحمية,منطقة الرياض,24.452678,46.248863
حي الغطغط,Al Ghtght Dist.,المزاحمية,منطقة الرياض,24.4794533,46.2426511
حي الريف,Al Rif Dist.,المزاحمية,منطقة الرياض,24.464612,46.260142
حي المحمدية,Al Muhammadiyah Dist.,المزاحمية,منطقة الرياض,24.4438868,46.2689858
حي الواحة,Al Wahah Dist.,المزاحمية,منطقة الرياض,24.4713948,46.2732342
حي الحزم,Al Hazm Dist.,المزاحمية,منطقة الرياض,24.043897,45.2522085
حي مشيرفة,Al Musherfah Dist.,المزاحمية,منطقة الرياض,24.4863122,46.2988654
حي الجامعة,Al Jamiah Dist.,المزاحمية,منطقة الرياض,24.4737201,46.2593561
حي الورود,Al Wurud Dist.,المزاحمية,منطقة الرياض,24.4713948,46.2732342
حي الياسمين,Al Yasmin Dist.,المزاحمية,منطقة الرياض,24.4713948,46.2732342
حي الشلال,Al Shlal Dist.,المزاحمية,منطقة الرياض,24.448665,46.266734
حي طويق,Tuwik Dist.,المزاحمية,منطقة الرياض,24.4725109,46.2877854
حي الروضة,Ar Rawdah Dist.,بدر,منطقة المدينة المنورة,23.7891006,38.7874182
حي الغزوة,Al Ghazwah Dist.,بدر,منطقة المدينة المنورة,23.7853769,38.7928189
حي العدوة,Al Adwah Dist.,بدر,منطقة المدينة المنورة,23.7947932,38.7742721
حي الغزلاني,Al Ghuzlani Dist.,بدر,منطقة المدينة المنورة,23.7771432,38.7267034
حي ادمان,Idman Dist.,بدر,منطقة المدينة المنورة,23.7679862,38.7992263
حي الجديد,Al Jadid Dist.,بدر,منطقة المدينة المنورة,23.8103863,38.8417878
حي الشهداء,Ash Shuhada Dist.,بدر,منطقة المدينة المنورة,23.7745558,38.7909855
حي المصانع,Al Masani Dist.,الخرج,منطقة الرياض,24.1576043,47.3247876
حي البركة,Al Barakah Dist.,الخرج,منطقة الرياض,24.1037026,47.2347059
حي المنتزة,Al Muntazah Dist.,الخرج,منطقة الرياض,24.1653614,47.3274877
حي الصناعية الجديدة,New Industrial Dist.,الخرج,منطقة الرياض,24.1806513,47.3651698
حي السليمانية,As Sulaymaniyah Dist.,الخرج,منطقة الرياض,24.1502987,47.3046668
حي الصفاء,Al Safa Dist.,الخرج,منطقة الرياض,24.1808288,47.2754045
حي البرج,Al Burj Dist.,الخرج,منطقة الرياض,24.1576043,47.3247876
حي الورود,Al Wurud Dist.,الخرج,منطقة الرياض,24.1672404,47.3078072
حي السلام,As Salam Dist.,الخرج,منطقة الرياض,24.1564756,47.3214387
حي الرفيعة,Ar Rafiah Dist.,الخرج,منطقة الرياض,24.1880759,47.2656337
حي اليمامة,Al Yamamah Dist.,الخرج,منطقة الرياض,24.1811508,47.3246304
حي الخالدية,Al Khalidiyah Dist.,الخرج,منطقة الرياض,24.1222065,47.2747105
حي الخزامى,Al Khuzama Dist.,الخرج,منطقة الرياض,24.1336112,47.2728855
حي العزيزية,Al Aziziyah Dist.,الخرج,منطقة الرياض,24.1553407,47.3056607
حي مشرف,Mishrif Dist.,الخرج,منطقة الرياض,24.1115549,47.2696176
حي الراشدية,Ar Rashidiyyah Dist.,الخرج,منطقة الرياض,24.1576043,47.3247876
حي المنيفية,Al Munyfiyah Dist.,الخرج,منطقة الرياض,24.1981648,47.2660377
حي الناصفة,An Nasifah Dist.,الخرج,منطقة الرياض,24.1956227,47.2850509
حي البديعة,Al Badiah Dist.,الخرج,منطقة الرياض,24.1576043,47.3247876
حي المنصورة,Al Mansurah Dist.,الخرج,منطقة الرياض,24.176284,47.3394065
حي النهضة,An Nahdah Dist.,الخرج,منطقة الرياض,24.1565466,47.3395946
حي النزهة,An Nuzhah Dist.,الخرج,منطقة الرياض,24.1601662,47.3431909
حي الريان,Ar Rayyan Dist.,الخرج,منطقة الرياض,24.153894,47.3216222
حي الاندلس,Al Andalus Dist.,الخرج,منطقة الرياض,24.1507124,47.3565137
حي الفيصلية,Al Faisaliyah Dist.,الخرج,منطقة الرياض,24.1603488,47.3562452
حي الزاهر,Az Zahir Dist.,الخرج,منطقة الرياض,24.1414338,47.3543837
منطقة صناعية,Industrial Area,الخرج,منطقة الرياض,24.2119853,47.6920373
حي العالية,Al Aliyah Dist.,الخرج,منطقة الرياض,24.1740342,47.3528673
الهياثم,Al Hayathim,الخرج,منطقة الرياض,24.1639455,47.2297921
حي العدامة,Al Adamah Dist.,الخرج,منطقة الرياض,24.0918117,47.2273695
حي الجامعة,Al Jamiah Dist.,الخرج,منطقة الرياض,24.1505625,47.2794531
حي القطار,Al Qitar Dist.,الخرج,منطقة الرياض,24.249919,47.3603803
المدينة الصناعية بالخرج,Al Kharj Industrial City,الخرج,منطقة الرياض,23.9240452,47.2679555
قاعدة الامير سلطان الجوية,Prince Sultan Air Base,الخرج,منطقة الرياض,24.0627894,47.5618523
حي جوهرة الخرج,Jawharat Al Kharj Dist.,الخرج,منطقة الرياض,24.1692584,47.2771395
حي المروج,Al Muruj Dist.,الخرج,منطقة الرياض,24.231672,47.2211099
حي السحاب,As Sahab Dist.,الخرج,منطقة الرياض,24.1517455,47.3729314
حي اليرموك,Al Yarmuk Dist.,الخرج,منطقة الرياض,24.1453556,47.3850724
حي الاخضر,Al Akhdar Dist.,الخرج,منطقة الرياض,24.2008821,47.2685943
حي الروابي,Ar Rawabi Dist.,الخرج,منطقة الرياض,24.0961743,47.2601124
حي قرطبة,Qurtubah Dist.,الخرج,منطقة الرياض,24.8165838,46.732001
حي الهدا,Al Hada Dist.,الخرج,منطقة الرياض,24.0999032,47.2880715
حي الحمراء,Al Hamra Dist.,الخرج,منطقة الرياض,24.1604424,47.3046751
حي الخالدية,Al Khalidiyah Dist.,الدلم,منطقة الرياض,23.976619,47.1557087
حي الشفاء,Ash Shifa Dist.,الدلم,منطقة الرياض,23.976619,47.1557087
حي السليمانية,As Sulaymaniyah Dist.,الدلم,منطقة الرياض,23.976619,47.1557087
حي سدير,Sudayr Dist.,الدلم,منطقة الرياض,23.9846015,47.1228576
حي السعيدان,As Saydan Dist.,الدلم,منطقة الرياض,24.0171539,47.1384373
حي السماري,As Samari Dist.,الدلم,منطقة الرياض,24.0172375,47.1383544
حي النهضة,An Nahdah Dist.,الدلم,منطقة الرياض,23.976619,47.1557087
حي العويمرية,Al Uwaymiriyah Dist.,الدلم,منطقة الرياض,23.987193,47.1397194
حي الصحنة,Al Sahnah Dist.,الدلم,منطقة الرياض,23.9881362,47.1343643
حي العذراء,Al Adhra Dist.,الدلم,منطقة الرياض,23.9833779,47.1491143
حي الديرة,Ad Dirah Dist.,الدلم,منطقة الرياض,23.9934051,47.1600484
حي الناصرية,An Nasriyah Dist.,الدلم,منطقة الرياض,23.9877847,47.1656652
حي زميقة,Zamiqa Dist.,الدلم,منطقة الرياض,23.9481002,47.1703357
حي الفيصلية,Al Faisaliyah Dist.,خليص,منطقة مكة المكرمة,21.5803589,39.1666025
حي البرقاء,Al Barqa Dist.,خليص,منطقة مكة المكرمة,22.1550674,39.3190201
حي العزيزية,Al Aziziyah Dist.,خليص,منطقة مكة المكرمة,22.1589154,39.3436898
المغاربة,Al Magharbah,خليص,منطقة مكة المكرمة,22.1414018,39.3397597
حي الدف,Ad Duf Dist.,خليص,منطقة مكة المكرمة,22.1212014,39.3093875
حي السلام,As Salam Dist.,خليص,منطقة مكة المكرمة,22.1048039,39.3150306
حي فازع,Faza Dist.,خليص,منطقة مكة المكرمة,22.0926866,39.3175098
حي الفلج,Al Falaj Dist.,خليص,منطقة مكة المكرمة,22.1509824,39.3568445
حي الطلعة,At Talaah Dist.,خليص,منطقة مكة المكرمة,22.1222713,39.4162031
حي الشيوخ,Ash Shiyukh Dist.,خليص,منطقة مكة المكرمة,22.1353184,39.4012468
الصدر,As Sadr,خليص,منطقة مكة المكرمة,22.1460625,39.4018802
حي الروايضة,Ar Ruwaydah Dist.,خليص,منطقة مكة المكرمة,22.150369,39.3413753
حي اللبدة,Al Lubdah Dist.,خليص,منطقة مكة المكرمة,22.1478791,39.3966856
حي الحميرات,Al Humayrat Dist.,خليص,منطقة مكة المكرمة,22.1574031,39.4044497
غران,Gharan,خليص,منطقة مكة المكرمة,22.0193168,39.3828571
حي السلام,As Salam Dist.,الشنان,منطقة حائل,27.1998249,42.4606592
حي النهضة,An Nahdah Dist.,الشنان,منطقة حائل,27.1832956,42.4448459
حي الصالحية,As Salhiyah Dist.,الشنان,منطقة حائل,27.1752482,42.4641029
حي الخليج,Al Khalij Dist.,الشنان,منطقة حائل,27.1665628,42.4453533
حي العزيزية,Al Aziziyah Dist.,الشنان,منطقة حائل,27.2010515,42.4795508
حي الازدهار,Al Izdihar Dist.,الشنان,منطقة حائل,27.1880235,42.4226345
حي الورود,Al Wurud Dist.,الشنان,منطقة حائل,27.1804829,42.4245645
حي الملك عبدالله,King Abdullah Dist.,الشنان,منطقة حائل,27.1953997,42.4235163
حي الحمراء,Al Hamra Dist.,الشنان,منطقة حائل,27.1687369,42.4211628
حي العليا,Al Olaya Dist.,الشنان,منطقة حائل,27.1586771,42.421874
حي الصناعية,As Sinaiyah Dist.,الشنان,منطقة حائل,27.1452272,42.4233163
حي الخالدية,Al Khalidiyah Dist.,الخرمة,منطقة مكة المكرمة,21.9054304,42.0162671
حي الناصرية,An Nasriyah Dist.,الخرمة,منطقة مكة المكرمة,21.9019507,42.024
حي الروضة,Ar Rawdah Dist.,الخرمة,منطقة مكة المكرمة,21.9234078,42.0228286
حي الحزم,Al Hazm Dist.,الخرمة,منطقة مكة المكرمة,21.9190406,42.0194154
حي النزهة,An Nuzhah Dist.,الخرمة,منطقة مكة المكرمة,21.9129027,42.0274557
حي الحديقة,Al Hadiqah Dist.,الخرمة,منطقة مكة المكرمة,21.9130316,42.0323879
حي الفيصلية,Al Faisaliyah Dist.,الخرمة,منطقة مكة المكرمة,21.9201501,42.0299178
حي المحمدية,Al Muhammadiyah Dist.,الخرمة,منطقة مكة المكرمة,21.9302484,42.0289224
حي السوق القديم,As Suq Al Qadim Dist.,الخرمة,منطقة مكة المكرمة,21.9082145,42.0373497
حي الحارثية,Al Harthiyah Dist.,الخرمة,منطقة مكة المكرمة,21.9031059,42.0378987
حي الهجرة,Al Hijrah Dist.,الخرمة,منطقة مكة المكرمة,21.8977988,42.0305353
حي الدغمية,Ad Daghmiyah Dist.,الخرمة,منطقة مكة المكرمة,21.9639834,42.0514181
حي النسيم,Al Naseem Dist.,الجموم,منطقة مكة المكرمة,21.6209218,39.704679
حي الصفاء,Al Safa Dist.,الجموم,منطقة مكة المكرمة,21.659247,39.6193067
حي العزيزية,Al Aziziyah Dist.,الجموم,منطقة مكة المكرمة,21.6231579,39.7006226
حي النقابة,An Naqabah Dist.,الجموم,منطقة مكة المكرمة,21.6297438,39.6743841
حي السلامة,As Salamah Dist.,الجموم,منطقة مكة المكرمة,21.4579223,39.7217525
حي أبو شعيب,Abu Shuayb Dist.,الجموم,منطقة مكة المكرمة,21.5823389,39.7023861
حي النخيل,Al Nakhil Dist.,الجموم,منطقة مكة المكرمة,21.611126,39.6923512
حي الخالدية,Al Khalidiyah Dist.,الجموم,منطقة مكة المكرمة,21.6080013,39.6990254
حي الفيصلية,Al Faisaliyah Dist.,الجموم,منطقة مكة المكرمة,21.608841,39.6855757
حي سدر,Sedr Dist.,الجموم,منطقة مكة المكرمة,21.6209885,39.6796114
حي غزيات,Ghaziyyat Dist.,الجموم,منطقة مكة المكرمة,21.6575801,39.6260058
حي أبو عروة,Abu Urwah Dist.,الجموم,منطقة مكة المكرمة,21.6450734,39.7019448
حي عين شمس,Ayn Shams Dist.,الجموم,منطقة مكة المكرمة,21.6451028,39.7599452
حي الشهداء,Ash Shuhada Dist.,الجموم,منطقة مكة المكرمة,21.6129236,39.7004654
حي الخليج,Al Khalij Dist.,المجاردة,منطقة عسير,19.0873226,41.9385447
حي الفيصلية,Al Faisaliyah Dist.,المجاردة,منطقة عسير,19.0956878,41.9287053
حي التقدم,At Taqadom Dist.,المجاردة,منطقة عسير,19.1349541,41.9166636
حي الشرق,Ash Sharq Dist.,المجاردة,منطقة عسير,19.1284443,41.9246083
حي الاندلس,Al Andalus Dist.,المجاردة,منطقة عسير,19.1042443,41.9328374
حي النسيم,Al Naseem Dist.,المجاردة,منطقة عسير,19.1273503,41.9384822
حي الخالدية,Al Khalidiyah Dist.,المجاردة,منطقة عسير,19.1265231,41.9272368
حي الروضة,Ar Rawdah Dist.,المجاردة,منطقة عسير,19.1377578,41.9364546
حي العدالة,Al Adalah Dist.,المجاردة,منطقة عسير,19.1148699,41.9321616
حي الربيع,Ar Rabie Dist.,المجاردة,منطقة عسير,19.1284443,41.9246083
حي الصناعية,As Sinaiyah Dist.,المجاردة,منطقة عسير,19.1284443,41.9246083
