district_name_ar,district_name_en,city_name_ar,region_name_ar,latitude,longitude
حي النهضة,An Nahdah Dist.,المجاردة,منطقة عسير,19.1298785,41.9212797
حي اللدام الشمالي,Al Ludam Al Shamali Dist.,وادي الدواسر,منطقة الرياض,20.4697632,44.7967222
حي آل عويمر,Al Uwaimir Dist.,وادي الدواسر,منطقة الرياض,20.4805095,44.7661995
حي المنتزه,Al Muntazah Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي الخماسين الشمالي,Al Khamasin Al Shamali Dist.,وادي الدواسر,منطقة الرياض,20.4549951,44.7452733
حي اللدام الجنوبي,Al Ludam Al Janubi Dist.,وادي الدواسر,منطقة الرياض,20.4619604,44.7920386
حي الحديدية,Al Hadidiyah Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي القيروان,Al Qayrawan Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي الروضة,Al Rawdah Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي مقابل,Muqabil Dist.,وادي الدواسر,منطقة الرياض,20.4605119,44.8164955
حي صناعية الحديدية,Sinaiyat Al Hadidiyah Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي التقنية,Al Taqniyah Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي الرويساء,Al Ruwaysa Dist.,وادي الدواسر,منطقة الرياض,20.44222,44.8765262
حي الخماسين,Al Khamasin Dist.,وادي الدواسر,منطقة الرياض,20.4549951,44.7452733
حي الولامين,Al Walamin Dist.,وادي الدواسر,منطقة الرياض,20.4822236,44.7780968
حي المعتلاء,Al Muatala Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي صناعية الشرفا,Al Shurafa Industrial Dist.,وادي الدواسر,منطقة الرياض,20.4276992,44.8832374
حي الشرفا,Al Shurafa Dist.,وادي الدواسر,منطقة الرياض,20.4276992,44.8832374
حي ال عريمة,Al Uraimah Dist.,وادي الدواسر,منطقة الرياض,20.4834088,44.772458
حي الزويراء,Al Zuwayra Dist.,وادي الدواسر,منطقة الرياض,20.4616917,44.8296713
حي الخالدية,Al Khalidiyah Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي النزهة,Al Nuzha Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي العزيزية,Al Aziziyah Dist.,وادي الدواسر,منطقة الرياض,20.4141413,44.8378317
حي نزوى,Nazwa Dist.,وادي الدواسر,منطقة الرياض,20.4602237,44.8570228
حي العقيق,Al Aqiq Dist.,وادي الدواسر,منطقة الرياض,20.4675398,44.7734809
حي الصالحية,As Salhiyah Dist.,وادي الدواسر,منطقة الرياض,24.4986809,43.591924
حي ال تميم و الصالحية,Al Tamim Wal Salihiyyah Dist.,وادي الدواسر,منطقة الرياض,24.4986809,43.591924
حي المدرسة العسكرية,Military School Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي العليا,Al Olaya Dist.,وادي الدواسر,منطقة الرياض,20.4536761,44.7823863
حي الحنابجة,Al Hanabijah Dist.,وادي الدواسر,منطقة الرياض,20.4545625,44.8703287
حي الورود,Al Wurud Dist.,وادي الدواسر,منطقة الرياض,20.4280091,44.8855956
حي المعتلاء الجنوبي,Al Muatala Al Janubi Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي النويعمة,Al Nuwayemah Dist.,وادي الدواسر,منطقة الرياض,20.4475012,44.8459906
حي القويز,Al Quwaiz Dist.,وادي الدواسر,منطقة الرياض,20.45275,44.847164
الحي الغربي,Al Gharbi Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي المستشفي,Al Mustashfa Dist.,وادي الدواسر,منطقة الرياض,20.4492858,44.8501154
حي النخيل,Al Nakhil Dist.,السليل,منطقة الرياض,20.46722,45.5751473
حي الروضة,Ar Rawdah Dist.,السليل,منطقة الرياض,20.4750694,45.5864748
حي الشفاء,Ash Shifa Dist.,السليل,منطقة الرياض,20.4524356,45.5807182
حي الديرة,Ad Dirah Dist.,السليل,منطقة الرياض,20.4596725,45.5756091
حي الملك عبدالعزيز,King Abdulaziz Dist.,السليل,منطقة الرياض,20.4768252,45.5746457
حي الزهرة,Az Zahrah Dist.,السليل,منطقة الرياض,20.4897207,45.5766024
حي رقم 7,No 7 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي ج1,C 1 Dist.,الليث,منطقة مكة المكرمة,21.2422963,40.3628747
حي رقم 3,No 3 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي رقم 5,No 5 Dist.,الليث,منطقة مكة المكرمة,20.1389647,40.3003315
حي رقم 4,No 4 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي رقم 2,No 2 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي رقم 9,No 9 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي رقم 1,No 1 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي رقم 8,No 8 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي رقم 10,No10 Dist.,الليث,منطقة مكة المكرمة,21.3408866,39.731726
حي رقم 6,No 6 Dist.,الليث,منطقة مكة المكرمة,20.1405331,40.2782239
حي الخزان,Al Khazzan Dist.,تثليث,منطقة عسير,19.5505516,43.5180818
حي الزهور,Az Zuhur Dist.,تثليث,منطقة عسير,19.5364417,43.519548
حي النخيل,Al Nakhil Dist.,تثليث,منطقة عسير,19.5172325,43.5054053
حي الوجه,Al Wajh Dist.,تثليث,منطقة عسير,19.5365717,43.5087332
حي الغزالة,Al Ghazalah Dist.,تثليث,منطقة عسير,19.5418882,43.502384
حي الحجاز,Al Hijaz Dist.,تثليث,منطقة عسير,19.5324509,43.5013664
حي الفاخرية,Al Fakhriyah Dist.,تثليث,منطقة عسير,19.5250406,43.5456173
حي الخالدية,Al Khalidiyah Dist.,تثليث,منطقة عسير,19.5279936,43.53191
حي العزيزية,Al Aziziyah Dist.,تثليث,منطقة عسير,19.5149425,43.5384505
حي المدينة,Al Madinah Dist.,تثليث,منطقة عسير,19.5232309,43.5186351
حي التعاون,At Taawun Dist.,تثليث,منطقة عسير,19.5148379,43.5652553
الطويفح,Al Tuwaifah,تثليث,منطقة عسير,19.6368088,43.5059759
الجربوعية,Al Jarboeyyah,تثليث,منطقة عسير,19.6472633,43.4972163
القوزية,Al Quoziyah,تثليث,منطقة عسير,19.6462657,43.5115638
آل قير,Al Qeer,تثليث,منطقة عسير,19.6445176,43.5217981
حي الورود,Alwurud Dist.,بيشة,منطقة عسير,20.0906323,42.6875384
حي التضامن,Al Tadamun Dist.,بيشة,منطقة عسير,19.9763524,42.5901672
حي النهضة,An Nahdah Dist.,بيشة,منطقة عسير,20.1419583,42.6345057
حي الريان,Ar Rayyan Dist.,بيشة,منطقة عسير,19.9763524,42.5901672
حي الربيع,Ar Rabie Dist.,بيشة,منطقة عسير,19.9763524,42.5901672
حي الروضة,Ar Rawdah Dist.,بيشة,منطقة عسير,20.0771126,42.6390794
حي الزهور,Az Zuhur Dist.,بيشة,منطقة عسير,19.9502163,42.5994156
حي البوادي,Al Bawadi Dist.,بيشة,منطقة عسير,19.9767531,42.5443204
حي الملك عبدالله,King Abdullah Dist.,بيشة,منطقة عسير,19.976365,42.59017
حي المطار,Airport Dist.,بيشة,منطقة عسير,19.9670121,42.6029071
حي الصفا,As Safa Dist.,بيشة,منطقة عسير,20.0168824,42.6471153
حي النسيم,Al Naseem Dist.,بيشة,منطقة عسير,20.0333822,42.6340168
حي النزهة,An Nuzhah Dist.,بيشة,منطقة عسير,19.8806033,42.5882059
حي الصواير,As Sawaer Dist.,بيشة,منطقة عسير,19.9174228,42.6627133
حي الرمال,Ar Rimal Dist.,بيشة,منطقة عسير,19.9763524,42.5901672
حي الاندلس,Al Andalus Dist.,بيشة,منطقة عسير,19.9763524,42.5901672
حي الخزان,Al Khazzan Dist.,بيشة,منطقة عسير,20.0454431,42.6834193
حي الربوة,Ar Rabwah Dist.,بيشة,منطقة عسير,20.0454972,42.6585348
حي الفيحاء,Al Fayha Dist.,بيشة,منطقة عسير,20.0711479,42.6142738
حي الخزامى,Al Khuzama Dist.,بيشة,منطقة عسير,20.0195886,42.6173343
حي الفهد,Al Fahd Dist.,بيشة,منطقة عسير,20.0025241,42.6138531
حي الفيصلية,Al Faisaliyah Dist.,بيشة,منطقة عسير,19.9763524,42.5901672
حي النخيل,Al Nakhil Dist.,بيشة,منطقة عسير,19.999665,42.606736
حي الصناعية,As Sinaiyah Dist.,بيشة,منطقة عسير,19.87245,42.6210055
حي الشفاء,Ash Shifa Dist.,بيشة,منطقة عسير,19.9216922,42.6268916
حي الوادي,Al Wadi Dist.,بيشة,منطقة عسير,19.9763524,42.5901672
حي الامير سلطان,Prince Sultan Dist.,بيشة,منطقة عسير,19.9152329,42.602222
حي المروج,Al Muruj Dist.,بيشة,منطقة عسير,19.9367309,42.583979
حي الشطيبة,Shateebah Dist.,بلجرشي,منطقة الباحة,19.8648875,41.5812154
حي الشروق,Al Shorouk Dist.,الباحة,منطقة الباحة,20.0889431,41.5748
حي النسيم,Al Naseem Dist.,الباحة,منطقة الباحة,20.0863728,41.4679314
حي السلامة,As Salamah Dist.,الباحة,منطقة الباحة,20.0476055,41.5080706
حي الصفا,Al Safa Dist.,الباحة,منطقة الباحة,20.0809953,41.4665569
حي الازهر,Al Azhar Dist.,الباحة,منطقة الباحة,20.0610863,41.4419008
حي الضباب,Ad Dabab Dist.,الباحة,منطقة الباحة,20.0400544,41.4401939
حي شهبة,Shahbah Dist.,الباحة,منطقة الباحة,20.0228688,41.4634256
حي النزهة,An Nuzhah Dist.,الباحة,منطقة الباحة,20.0378072,41.4969132
حي الربوة,Ar Rabwah Dist.,الباحة,منطقة الباحة,19.9960792,41.5365966
حي الشفا,Ash Shifa Dist.,الباحة,منطقة الباحة,20.0113779,41.4477822
حي البريدة,Al Buraydah Dist.,الباحة,منطقة الباحة,19.998151,41.4893241
حي المرتفعات,Al Murtafat Dist.,الباحة,منطقة الباحة,19.9701372,41.5028453
حي الروضة,Al Rawdha Dist.,الباحة,منطقة الباحة,19.9967715,41.4685488
حي الباهر,Al Baher Dist.,الباحة,منطقة الباحة,20.0237677,41.4660817
حي الحجاز,Al Hijaz Dist.,الباحة,منطقة الباحة,20.012303,41.4685866
حي ج1,1 C Dist.,الباحة,منطقة الباحة,20.1308576,41.4343201
حي ج2,2 C Dist.,الباحة,منطقة الباحة,20.012303,41.4685866
حي ج4,4 C Dist.,الباحة,منطقة الباحة,20.100326,41.5215389
حي ج5,5 C Dist.,الباحة,منطقة الباحة,20.0846434,41.4851384
حي الطفير,At Tafeer Dist.,الباحة,منطقة الباحة,20.0074772,41.4844863
حي الشرقية,Ash Sharqiyyah Dist.,القنفذة,منطقة مكة المكرمة,19.1280659,41.087379
حي الازهار,Al Azhar Dist.,القنفذة,منطقة مكة المكرمة,19.1227859,41.0835285
حي الغربي,Al Gharbi Dist.,القنفذة,منطقة مكة المكرمة,19.1308631,41.0767897
حي الرتبة,Ar Ratibah Dist.,القنفذة,منطقة مكة المكرمة,19.1262322,41.076219
حي الشامية,Ash Shamiyah Dist.,القنفذة,منطقة مكة المكرمة,19.1301176,41.0807476
حي الخالدية,Al Khalidiyah Dist.,القنفذة,منطقة مكة المكرمة,19.1434017,41.0770605
حي الناعمية,An Naimiyah Dist.,القنفذة,منطقة مكة المكرمة,19.1255243,41.0792615
حي الفيصلية,Al Faisaliyah Dist.,سبت العلاية,منطقة عسير,19.5988316,41.9614138
حي العروبة,Al Urubah Dist.,سبت العلاية,منطقة عسير,19.5966867,41.9683257
حي الشرق,Ash Sharq Dist.,سبت العلاية,منطقة عسير,19.5330205,41.9834751
حي الربيع,Ar Rabie Dist.,سبت العلاية,منطقة عسير,19.6128398,41.9736576
حي الصفح,Al Safh Dist.,سبت العلاية,منطقة عسير,19.5440655,41.9774519
حي الجزيرة,Al Jazirah Dist.,سبت العلاية,منطقة عسير,19.5414628,41.9604378
حي الامل,Al Amal Dist.,سبت العلاية,منطقة عسير,19.6194148,41.9628713
حي الواحة,Al Wahah Dist.,سبت العلاية,منطقة عسير,19.6301535,42.0085558
حي الربوة,Ar Rabwah Dist.,سبت العلاية,منطقة عسير,19.6279011,41.9734537
حي الشاطئ,Ash Shati Dist.,سبت العلاية,منطقة عسير,19.5621959,41.962172
حي الروضة,Ar Rawdah Dist.,سبت العلاية,منطقة عسير,19.579394,41.9859596
حي الخضراء,Al Khadra Dist.,سبت العلاية,منطقة عسير,19.5329401,41.9418767
حي الروابي,Ar Rawabi Dist.,سبت العلاية,منطقة عسير,19.5233482,41.9540196
حي الاندلس,Al Andalus Dist.,سبت العلاية,منطقة عسير,19.6356148,41.9868198
حي العزيزية,Al Aziziyah Dist.,سبت العلاية,منطقة عسير,19.5844008,41.954397
حي الخالدية,Al Khalidiyah Dist.,سبت العلاية,منطقة عسير,19.5603752,41.95222
حي المنتزه,Al Muntazah Dist.,سبت العلاية,منطقة عسير,19.5697957,41.950768
حي القوز,Al Qawz Dist.,القوز,منطقة مكة المكرمة,18.9770615,41.3009321
حي النسيم,Al Naseem Dist.,محايل,منطقة عسير,18.5844586,42.0321344
حي المنتزة,Al Montazah Dist.,محايل,منطقة عسير,18.5282015,42.006777
حي الجنادرية,Al Janadriyah Dist.,محايل,منطقة عسير,18.5258463,42.0488588
حي النزهة,An Nuzhah Dist.,محايل,منطقة عسير,18.5433719,42.0796356
حي الحيلة الشرقي,Al Haylah Ash Sharqi Dist.,محايل,منطقة عسير,18.5068731,42.0707589
حي المقاعد,Al Maqaiid Dist.,محايل,منطقة عسير,18.5148543,42.10158
حي الظهرة,Adh Dhahrah Dist.,محايل,منطقة عسير,18.5473952,42.0534398
حي الشهد,Ash Shahd Dist.,محايل,منطقة عسير,18.5382609,42.0513386
حي الفيصلية,Al Faisaliyah Dist.,محايل,منطقة عسير,18.5482311,42.0414542
حي الحيلة الغربي,Al Haylah Al Gharbi Dist.,محايل,منطقة عسير,18.5061307,42.0559143
حي الخالدية,Al Khalidiyah Dist.,محايل,منطقة عسير,18.5449958,42.0238138
حي الروضة,Ar Rawdah Dist.,محايل,منطقة عسير,18.5473875,42.0534531
حي البصرة,Al Basrah Dist.,محايل,منطقة عسير,18.5473952,42.0534398
حي الضرس,Ad Dirs Dist.,محايل,منطقة عسير,18.5464095,42.0743507
حي البديع,Al Badi Dist.,محايل,منطقة عسير,18.5473952,42.0534398
حي الزهراء,Az Zahra Dist.,محايل,منطقة عسير,18.5473952,42.0534398
حي البلد,Al Balad Dist.,محايل,منطقة عسير,18.5483392,42.0479688
